timestamp_begin_et,timestamp_end_et,ZONE G,ZONE F,ZONE E,ZONE A,ZONE B,ZONE C,ZONE D,ZONE H,ZONE I,ZONE K,ZONE J,System Total
2023-06-05 03:00:00,2023-06-05 04:00:00,906.00,1174,700,1476,937,1491,597,251.00,518.00,1908.00,4654.00,14612
2023-06-05 04:00:00,2023-06-05 05:00:00,834.00,1094,642,1413,873,1408,587,230.00,478.00,1757.00,4393.00,13709
2023-06-05 05:00:00,2023-06-05 06:00:00,787.00,1036,610,1359,826,1325,569,214.00,459.00,1639.00,4167.00,12991
2023-06-05 06:00:00,2023-06-05 07:00:00,757.00,1020,590,1329,801,1294,567,200.00,446.00,1571.00,3986.00,12561
2023-06-05 07:00:00,2023-06-05 08:00:00,739.00,1007,583,1315,787,1276,568,195.00,435.00,1541.00,3865.00,12311
2023-06-05 08:00:00,2023-06-05 09:00:00,731.00,1004,584,1311,782,1268,575,192.00,429.00,1529.00,3804.00,12209
2023-06-05 09:00:00,2023-06-05 10:00:00,740.00,1008,597,1328,798,1289,579,195.00,435.00,1560.00,3832.00,12361
2023-06-05 10:00:00,2023-06-05 11:00:00,769.00,1058,635,1371,844,1352,583,213.00,450.00,1626.00,4021.00,12922
2023-06-05 11:00:00,2023-06-05 12:00:00,818.00,1148,689,1448,895,1462,600,240.00,485.00,1754.00,4451.00,13990
2023-06-05 12:00:00,2023-06-05 13:00:00,840.00,1194,700,1556,924,1504,604,254.00,533.00,1836.00,4904.00,14849
2023-06-05 13:00:00,2023-06-05 14:00:00,822.00,1173,670,1607,933,1468,593,256.00,553.00,1871.00,5232.00,15178
2023-06-05 14:00:00,2023-06-05 15:00:00,760.00,1125,635,1611,944,1411,594,256.00,567.00,1906.00,5439.00,15248
2023-06-05 15:00:00,2023-06-05 16:00:00,719.00,1082,624,1634,914,1418,590,248.00,561.00,1874.00,5531.00,15195
2023-06-05 16:00:00,2023-06-05 17:00:00,752.00,1101,633,1639,903,1432,589,231.00,585.00,1803.00,5640.00,15308
2023-06-05 17:00:00,2023-06-05 18:00:00,795.00,1115,631,1649,916,1443,589,233.00,601.00,1844.00,5711.00,15527
2023-06-05 18:00:00,2023-06-05 19:00:00,816.00,1130,633,1676,944,1467,574,258.00,589.00,1945.00,5783.00,15815
2023-06-05 19:00:00,2023-06-05 20:00:00,855.00,1159,630,1679,966,1463,567,265.00,599.00,2060.00,5888.00,16131
2023-06-05 20:00:00,2023-06-05 21:00:00,927.00,1175,668,1687,965,1505,570,281.00,622.00,2130.00,5993.00,16523
2023-06-05 21:00:00,2023-06-05 22:00:00,1002.00,1257,726,1692,998,1560,594,291.00,627.00,2210.00,6062.00,17019
2023-06-05 22:00:00,2023-06-05 23:00:00,1069.00,1332,761,1713,1041,1610,607,315.00,650.00,2365.00,6038.00,17501
2023-06-05 23:00:00,2023-06-06 00:00:00,1103.00,1377,782,1686,1067,1668,592,322.00,654.00,2420.00,5815.00,17486
2023-06-06 00:00:00,2023-06-06 01:00:00,1113.00,1390,811,1680,1077,1680,585,317.00,647.00,2402.00,5653.00,17355
2023-06-06 01:00:00,2023-06-06 02:00:00,1116.00,1390,820,1674,1078,1665,585,308.00,636.00,2408.00,5541.00,17221
2023-06-06 02:00:00,2023-06-06 03:00:00,1074.00,1348,795,1656,1056,1601,569,293.00,618.00,2311.00,5392.00,16713
2023-06-06 03:00:00,2023-06-06 04:00:00,985.00,1247,735,1575,980,1485,558,269.00,572.00,2117.00,5099.00,15622
2023-06-06 04:00:00,2023-06-06 05:00:00,897.00,1156,677,1485,917,1371,543,238.00,522.00,1917.00,4744.00,14467
2023-06-06 05:00:00,2023-06-06 06:00:00,829.00,1108,641,1421,874,1315,525,222.00,491.00,1767.00,4436.00,13629
2023-06-06 06:00:00,2023-06-06 07:00:00,790.00,1075,611,1386,842,1294,520,212.00,472.00,1673.00,4215.00,13090
2023-06-06 07:00:00,2023-06-06 08:00:00,764.00,1058,596,1366,823,1265,532,209.00,451.00,1612.00,4077.00,12753
2023-06-06 08:00:00,2023-06-06 09:00:00,752.00,1049,597,1358,813,1270,541,203.00,437.00,1584.00,4001.00,12605
2023-06-06 09:00:00,2023-06-06 10:00:00,757.00,1057,614,1370,826,1285,551,203.00,437.00,1605.00,4005.00,12710
2023-06-06 10:00:00,2023-06-06 11:00:00,790.00,1115,648,1413,866,1341,555,213.00,453.00,1671.00,4170.00,13235
2023-06-06 11:00:00,2023-06-06 12:00:00,844.00,1209,719,1493,911,1459,571,238.00,494.00,1786.00,4604.00,14328
2023-06-06 12:00:00,2023-06-06 13:00:00,908.00,1267,751,1586,946,1543,586,258.00,543.00,1904.00,5068.00,15360
2023-06-06 13:00:00,2023-06-06 14:00:00,940.00,1255,740,1630,949,1525,589,271.00,576.00,1988.00,5409.00,15872
2023-06-06 14:00:00,2023-06-06 15:00:00,880.00,1244,730,1647,932,1502,605,274.00,604.00,2106.00,5605.00,16129
2023-06-06 15:00:00,2023-06-06 16:00:00,839.00,1255,726,1667,936,1523,594,264.00,579.00,2125.00,5602.00,16110
2023-06-06 16:00:00,2023-06-06 17:00:00,832.00,1233,703,1681,941,1524,582,256.00,585.00,1986.00,5752.00,16075
2023-06-06 17:00:00,2023-06-06 18:00:00,827.00,1189,674,1700,920,1547,577,259.00,596.00,1956.00,5907.00,16152
2023-06-06 18:00:00,2023-06-06 19:00:00,901.00,1269,685,1728,904,1585,568,266.00,617.00,2014.00,6092.00,16629
2023-06-06 19:00:00,2023-06-06 20:00:00,959.00,1279,688,1725,929,1562,570,300.00,653.00,2151.00,6190.00,17006
2023-06-06 20:00:00,2023-06-06 21:00:00,1026.00,1272,686,1719,921,1506,571,291.00,646.00,2418.00,6183.00,17239
2023-06-06 21:00:00,2023-06-06 22:00:00,1095.00,1258,724,1737,941,1516,579,300.00,650.00,2345.00,6258.00,17403
2023-06-06 22:00:00,2023-06-06 23:00:00,1122.00,1360,789,1766,999,1577,590,319.00,655.00,2398.00,6165.00,17740
2023-06-06 23:00:00,2023-06-07 00:00:00,1098.00,1411,811,1766,1042,1632,597,322.00,658.00,2394.00,5990.00,17721
2023-06-07 00:00:00,2023-06-07 01:00:00,1080.00,1402,803,1750,1077,1667,585,314.00,642.00,2386.00,5859.00,17565
2023-06-07 01:00:00,2023-06-07 02:00:00,1069.00,1362,802,1699,1083,1653,600,309.00,622.00,2347.00,5635.00,17181
2023-06-07 02:00:00,2023-06-07 03:00:00,1028.00,1304,779,1663,1059,1612,589,293.00,595.00,2237.00,5420.00,16579
2023-06-07 03:00:00,2023-06-07 04:00:00,945.00,1210,719,1569,979,1503,570,264.00,556.00,2045.00,5096.00,15456
2023-06-07 04:00:00,2023-06-07 05:00:00,863.00,1130,665,1474,909,1404,577,238.00,504.00,1853.00,4743.00,14360
2023-06-07 05:00:00,2023-06-07 06:00:00,810.00,1083,637,1413,862,1358,567,218.00,474.00,1716.00,4440.00,13578
2023-06-07 06:00:00,2023-06-07 07:00:00,782.00,1058,619,1381,832,1316,563,209.00,455.00,1634.00,4227.00,13076
2023-06-07 07:00:00,2023-06-07 08:00:00,754.00,1040,606,1360,814,1279,552,204.00,439.00,1585.00,4083.00,12716
2023-06-07 08:00:00,2023-06-07 09:00:00,745.00,1039,604,1351,807,1275,555,201.00,428.00,1561.00,3991.00,12557
2023-06-07 09:00:00,2023-06-07 10:00:00,751.00,1053,620,1361,819,1302,566,204.00,431.00,1584.00,3981.00,12672
2023-06-07 10:00:00,2023-06-07 11:00:00,779.00,1095,661,1407,863,1370,577,214.00,446.00,1652.00,4123.00,13187
2023-06-07 11:00:00,2023-06-07 12:00:00,829.00,1177,729,1484,925,1488,597,239.00,490.00,1761.00,4504.00,14223
2023-06-07 12:00:00,2023-06-07 13:00:00,861.00,1228,753,1567,984,1592,604,250.00,530.00,1859.00,4933.00,15161
2023-06-07 13:00:00,2023-06-07 14:00:00,856.00,1207,721,1609,994,1612,607,258.00,549.00,1902.00,5285.00,15600
2023-06-07 14:00:00,2023-06-07 15:00:00,832.00,1151,682,1615,982,1592,602,258.00,563.00,1889.00,5498.00,15664
2023-06-07 15:00:00,2023-06-07 16:00:00,856.00,1117,652,1659,963,1536,597,256.00,576.00,1888.00,5621.00,15721
2023-06-07 16:00:00,2023-06-07 17:00:00,911.00,1176,638,1653,917,1478,582,258.00,600.00,1890.00,5725.00,15828
2023-06-07 17:00:00,2023-06-07 18:00:00,910.00,1211,659,1635,873,1436,576,268.00,616.00,1966.00,5809.00,15959
2023-06-07 18:00:00,2023-06-07 19:00:00,889.00,1197,684,1648,857,1410,583,266.00,642.00,2084.00,5803.00,16063
2023-06-07 19:00:00,2023-06-07 20:00:00,885.00,1209,714,1641,852,1390,579,267.00,639.00,2276.00,5806.00,16258
2023-06-07 20:00:00,2023-06-07 21:00:00,919.00,1246,734,1636,860,1401,597,271.00,618.00,2349.00,5746.00,16377
2023-06-07 21:00:00,2023-06-07 22:00:00,984.00,1315,771,1649,892,1463,611,277.00,616.00,2332.00,5748.00,16658
2023-06-07 22:00:00,2023-06-07 23:00:00,1047.00,1359,798,1679,949,1544,631,291.00,625.00,2324.00,5738.00,16985
2023-06-07 23:00:00,2023-06-08 00:00:00,1069.00,1380,815,1689,1006,1594,634,299.00,628.00,2327.00,5574.00,17015
2023-06-08 00:00:00,2023-06-08 01:00:00,1082.00,1368,822,1682,1056,1635,638,294.00,614.00,2311.00,5428.00,16930
2023-06-08 01:00:00,2023-06-08 02:00:00,1070.00,1348,813,1668,1058,1641,635,289.00,602.00,2296.00,5308.00,16728
2023-06-08 02:00:00,2023-06-08 03:00:00,1028.00,1304,783,1654,1032,1595,619,280.00,580.00,2194.00,5174.00,16243
2023-06-08 03:00:00,2023-06-08 04:00:00,951.00,1213,729,1568,963,1489,590,258.00,543.00,2011.00,5034.00,15349
2023-06-08 04:00:00,2023-06-08 05:00:00,876.00,1127,669,1478,899,1407,584,231.00,498.00,1831.00,4640.00,14240
2023-06-08 05:00:00,2023-06-08 06:00:00,823.00,1090,637,1422,862,1360,572,212.00,464.00,1709.00,4318.00,13469
2023-06-08 06:00:00,2023-06-08 07:00:00,790.00,1058,620,1391,836,1328,583,204.00,444.00,1624.00,4105.00,12983
2023-06-08 07:00:00,2023-06-08 08:00:00,765.00,1043,610,1379,819,1297,583,198.00,429.00,1578.00,4000.00,12701
2023-06-08 08:00:00,2023-06-08 09:00:00,759.00,1041,608,1367,815,1295,580,192.00,417.00,1557.00,3927.00,12558
2023-06-08 09:00:00,2023-06-08 10:00:00,758.00,1061,623,1373,831,1319,582,197.00,420.00,1588.00,3932.00,12684
2023-06-08 10:00:00,2023-06-08 11:00:00,784.00,1109,665,1424,870,1402,574,207.00,436.00,1653.00,4076.00,13200
2023-06-08 11:00:00,2023-06-08 12:00:00,847.00,1208,732,1501,935,1510,600,226.00,478.00,1763.00,4436.00,14236
2023-06-08 12:00:00,2023-06-08 13:00:00,899.00,1289,761,1597,995,1590,606,242.00,520.00,1863.00,4869.00,15231
2023-06-08 13:00:00,2023-06-08 14:00:00,925.00,1296,736,1655,1014,1601,611,250.00,543.00,1907.00,5201.00,15739
2023-06-08 14:00:00,2023-06-08 15:00:00,893.00,1265,721,1664,992,1603,622,255.00,552.00,1888.00,5426.00,15881
2023-06-08 15:00:00,2023-06-08 16:00:00,866.00,1256,733,1677,1000,1595,620,254.00,559.00,1861.00,5536.00,15957
2023-06-08 16:00:00,2023-06-08 17:00:00,842.00,1226,724,1711,1029,1596,616,246.00,582.00,1871.00,5640.00,16083
2023-06-08 17:00:00,2023-06-08 18:00:00,859.00,1191,709,1706,1014,1587,596,252.00,597.00,1907.00,5740.00,16158
2023-06-08 18:00:00,2023-06-08 19:00:00,884.00,1183,691,1736,997,1566,595,267.00,609.00,2014.00,5836.00,16378
2023-06-08 19:00:00,2023-06-08 20:00:00,894.00,1209,690,1733,984,1556,587,272.00,630.00,2167.00,5915.00,16637
2023-06-08 20:00:00,2023-06-08 21:00:00,971.00,1189,678,1720,991,1550,593,272.00,644.00,2278.00,5946.00,16832
2023-06-08 21:00:00,2023-06-08 22:00:00,984.00,1218,711,1709,983,1571,608,289.00,647.00,2423.00,5963.00,17106
2023-06-08 22:00:00,2023-06-08 23:00:00,1018.00,1276,737,1694,983,1598,606,297.00,641.00,2467.00,5893.00,17210
2023-06-08 23:00:00,2023-06-09 00:00:00,1032.00,1318,758,1673,1023,1615,611,300.00,624.00,2412.00,5681.00,17047
2023-06-09 00:00:00,2023-06-09 01:00:00,1047.00,1346,796,1673,1040,1638,612,297.00,609.00,2375.00,5530.00,16963
2023-06-09 01:00:00,2023-06-09 02:00:00,1050.00,1353,811,1663,1043,1645,610,292.00,599.00,2369.00,5427.00,16862
2023-06-09 02:00:00,2023-06-09 03:00:00,1022.00,1314,795,1642,1031,1608,622,283.00,583.00,2280.00,5280.00,16460
2023-06-09 03:00:00,2023-06-09 04:00:00,950.00,1222,733,1565,967,1504,598,260.00,550.00,2092.00,5023.00,15464
2023-06-09 04:00:00,2023-06-09 05:00:00,880.00,1133,679,1478,905,1412,593,230.00,506.00,1903.00,4696.00,14415
2023-06-09 05:00:00,2023-06-09 06:00:00,816.00,1065,650,1427,866,1351,592,219.00,475.00,1763.00,4415.00,13639
2023-06-09 06:00:00,2023-06-09 07:00:00,778.00,1050,626,1391,837,1320,589,211.00,458.00,1673.00,4201.00,13134
2023-06-09 07:00:00,2023-06-09 08:00:00,758.00,1041,618,1372,818,1299,586,205.00,441.00,1623.00,4058.00,12819
2023-06-09 08:00:00,2023-06-09 09:00:00,749.00,1035,615,1360,812,1289,584,203.00,435.00,1600.00,3970.00,12652
2023-06-09 09:00:00,2023-06-09 10:00:00,756.00,1052,626,1372,823,1307,576,205.00,437.00,1620.00,3966.00,12740
2023-06-09 10:00:00,2023-06-09 11:00:00,783.00,1100,666,1415,858,1373,580,215.00,451.00,1690.00,4099.00,13230
2023-06-09 11:00:00,2023-06-09 12:00:00,839.00,1164,728,1492,908,1480,605,236.00,493.00,1803.00,4456.00,14204
2023-06-09 12:00:00,2023-06-09 13:00:00,868.00,1215,748,1582,953,1551,631,250.00,534.00,1898.00,4883.00,15113
2023-06-09 13:00:00,2023-06-09 14:00:00,856.00,1206,712,1618,946,1550,630,252.00,571.00,1961.00,5215.00,15517
2023-06-09 14:00:00,2023-06-09 15:00:00,833.00,1170,698,1659,912,1490,636,257.00,581.00,2014.00,5438.00,15688
2023-06-09 15:00:00,2023-06-09 16:00:00,817.00,1145,693,1695,945,1475,613,257.00,583.00,2012.00,5578.00,15813
2023-06-09 16:00:00,2023-06-09 17:00:00,844.00,1116,686,1693,974,1474,600,257.00,592.00,2025.00,5707.00,15968
2023-06-09 17:00:00,2023-06-09 18:00:00,855.00,1101,699,1688,960,1469,601,261.00,602.00,2043.00,5792.00,16071
2023-06-09 18:00:00,2023-06-09 19:00:00,876.00,1134,690,1684,948,1454,602,267.00,601.00,2148.00,5828.00,16232
2023-06-09 19:00:00,2023-06-09 20:00:00,866.00,1150,679,1663,930,1473,596,275.00,611.00,2224.00,5821.00,16288
2023-06-09 20:00:00,2023-06-09 21:00:00,889.00,1181,672,1639,935,1505,593,278.00,627.00,2265.00,5881.00,16465
2023-06-09 21:00:00,2023-06-09 22:00:00,932.00,1233,691,1639,944,1506,585,282.00,627.00,2375.00,5944.00,16758
2023-06-09 22:00:00,2023-06-09 23:00:00,1000.00,1251,705,1648,976,1501,604,299.00,642.00,2447.00,5899.00,16972
2023-06-09 23:00:00,2023-06-10 00:00:00,1045.00,1250,732,1643,987,1545,608,306.00,631.00,2434.00,5689.00,16870
2023-06-10 00:00:00,2023-06-10 01:00:00,1059.00,1285,767,1620,998,1549,620,303.00,619.00,2402.00,5533.00,16755
2023-06-10 01:00:00,2023-06-10 02:00:00,1058.00,1303,798,1617,1013,1561,618,299.00,612.00,2386.00,5392.00,16657
2023-06-10 02:00:00,2023-06-10 03:00:00,1031.00,1280,792,1621,1006,1529,609,284.00,594.00,2308.00,5249.00,16303
2023-06-10 03:00:00,2023-06-10 04:00:00,972.00,1203,737,1549,948,1456,594,260.00,562.00,2148.00,5013.00,15442
2023-06-10 04:00:00,2023-06-10 05:00:00,904.00,1125,685,1449,890,1351,585,237.00,523.00,1982.00,4755.00,14486
2023-06-10 05:00:00,2023-06-10 06:00:00,849.00,1067,647,1385,848,1291,569,213.00,488.00,1841.00,4496.00,13694
2023-06-10 06:00:00,2023-06-10 07:00:00,806.00,1031,625,1315,815,1257,554,200.00,464.00,1736.00,4288.00,13091
2023-06-10 07:00:00,2023-06-10 08:00:00,780.00,1017,614,1279,797,1236,548,194.00,442.00,1663.00,4132.00,12702
2023-06-10 08:00:00,2023-06-10 09:00:00,765.00,1009,606,1264,788,1221,549,189.00,429.00,1622.00,4020.00,12462
2023-06-10 09:00:00,2023-06-10 10:00:00,766.00,1014,607,1263,788,1223,550,186.00,433.00,1615.00,3964.00,12409
2023-06-10 10:00:00,2023-06-10 11:00:00,767.00,1019,617,1267,799,1221,556,189.00,430.00,1609.00,3971.00,12445
2023-06-10 11:00:00,2023-06-10 12:00:00,773.00,1022,633,1283,809,1242,571,199.00,435.00,1631.00,4097.00,12695
2023-06-10 12:00:00,2023-06-10 13:00:00,778.00,1043,648,1333,821,1311,594,215.00,455.00,1675.00,4318.00,13191
2023-06-10 13:00:00,2023-06-10 14:00:00,758.00,1058,660,1365,789,1354,607,229.00,485.00,1738.00,4543.00,13586
2023-06-10 14:00:00,2023-06-10 15:00:00,728.00,1024,620,1379,791,1300,600,239.00,502.00,1769.00,4771.00,13723
2023-06-10 15:00:00,2023-06-10 16:00:00,712.00,975,600,1404,815,1245,596,245.00,514.00,1801.00,4957.00,13864
2023-06-10 16:00:00,2023-06-10 17:00:00,730.00,980,574,1419,810,1226,595,249.00,526.00,1849.00,5115.00,14073
2023-06-10 17:00:00,2023-06-10 18:00:00,758.00,1013,567,1443,795,1217,593,251.00,538.00,1913.00,5211.00,14299
2023-06-10 18:00:00,2023-06-10 19:00:00,785.00,1057,557,1466,829,1233,587,256.00,548.00,2023.00,5255.00,14596
2023-06-10 19:00:00,2023-06-10 20:00:00,832.00,1052,560,1465,854,1260,597,272.00,565.00,2123.00,5308.00,14888
2023-06-10 20:00:00,2023-06-10 21:00:00,854.00,1009,550,1485,847,1280,592,275.00,589.00,2250.00,5378.00,15109
2023-06-10 21:00:00,2023-06-10 22:00:00,908.00,1076,586,1521,869,1350,600,281.00,607.00,2359.00,5431.00,15588
2023-06-10 22:00:00,2023-06-10 23:00:00,995.00,1189,630,1552,924,1438,605,300.00,626.00,2475.00,5499.00,16233
2023-06-10 23:00:00,2023-06-11 00:00:00,1067.00,1249,695,1573,971,1504,616,308.00,635.00,2513.00,5493.00,16624
2023-06-11 00:00:00,2023-06-11 01:00:00,1093.00,1273,764,1575,1027,1577,623,304.00,637.00,2478.00,5405.00,16756
2023-06-11 01:00:00,2023-06-11 02:00:00,1084.00,1286,782,1555,1038,1605,620,296.00,629.00,2423.00,5363.00,16681
2023-06-11 02:00:00,2023-06-11 03:00:00,1058.00,1267,778,1556,1033,1580,610,285.00,618.00,2369.00,5330.00,16484
2023-06-11 03:00:00,2023-06-11 04:00:00,993.00,1197,726,1505,975,1476,593,269.00,593.00,2221.00,5179.00,15727
2023-06-11 04:00:00,2023-06-11 05:00:00,923.00,1121,673,1426,908,1395,580,243.00,564.00,2069.00,4971.00,14873
2023-06-11 05:00:00,2023-06-11 06:00:00,860.00,1060,627,1362,855,1328,574,225.00,528.00,1933.00,4746.00,14098
2023-06-11 06:00:00,2023-06-11 07:00:00,814.00,1019,603,1313,818,1274,568,211.00,499.00,1818.00,4556.00,13493
2023-06-11 07:00:00,2023-06-11 08:00:00,780.00,996,594,1286,796,1230,543,202.00,478.00,1750.00,4403.00,13058
2023-06-11 08:00:00,2023-06-11 09:00:00,764.00,984,591,1268,782,1216,539,198.00,460.00,1703.00,4296.00,12801
2023-06-11 09:00:00,2023-06-11 10:00:00,757.00,993,591,1260,776,1228,536,198.00,456.00,1683.00,4225.00,12703
2023-06-11 10:00:00,2023-06-11 11:00:00,744.00,1000,594,1253,778,1240,538,198.00,448.00,1653.00,4202.00,12648
2023-06-11 11:00:00,2023-06-11 12:00:00,738.00,997,602,1251,775,1223,548,202.00,449.00,1645.00,4287.00,12717
2023-06-11 12:00:00,2023-06-11 13:00:00,752.00,1009,609,1283,789,1240,566,215.00,470.00,1694.00,4472.00,13099
2023-06-11 13:00:00,2023-06-11 14:00:00,766.00,1006,614,1329,811,1239,586,236.00,501.00,1814.00,4707.00,13609
2023-06-11 14:00:00,2023-06-11 15:00:00,764.00,993,583,1372,785,1240,592,251.00,527.00,1924.00,5002.00,14033
2023-06-11 15:00:00,2023-06-11 16:00:00,773.00,985,588,1443,813,1264,598,268.00,561.00,2052.00,5283.00,14628
2023-06-11 16:00:00,2023-06-11 17:00:00,812.00,998,600,1461,871,1325,599,292.00,589.00,2221.00,5532.00,15300
2023-06-11 17:00:00,2023-06-11 18:00:00,873.00,1027,617,1492,898,1350,601,303.00,623.00,2417.00,5713.00,15914
2023-06-11 18:00:00,2023-06-11 19:00:00,945.00,1061,628,1525,890,1388,601,311.00,642.00,2515.00,5729.00,16235
2023-06-11 19:00:00,2023-06-11 20:00:00,1025.00,1100,657,1564,930,1444,607,326.00,664.00,2535.00,5746.00,16598
2023-06-11 20:00:00,2023-06-11 21:00:00,1091.00,1168,697,1588,950,1530,615,337.00,678.00,2571.00,5760.00,16985
2023-06-11 21:00:00,2023-06-11 22:00:00,1197.00,1288,742,1646,995,1622,617,347.00,698.00,2652.00,5772.00,17576
2023-06-11 22:00:00,2023-06-11 23:00:00,1285.00,1407,805,1656,1042,1687,626,363.00,716.00,2693.00,5813.00,18093
2023-06-11 23:00:00,2023-06-12 00:00:00,1325.00,1488,848,1646,1057,1740,621,368.00,718.00,2696.00,5792.00,18299
2023-06-12 00:00:00,2023-06-12 01:00:00,1315.00,1509,857,1622,1055,1760,625,368.00,707.00,2650.00,5687.00,18155
2023-06-12 01:00:00,2023-06-12 02:00:00,1295.00,1506,863,1608,1057,1760,629,353.00,710.00,2622.00,5647.00,18050
2023-06-12 02:00:00,2023-06-12 03:00:00,1245.00,1465,842,1586,1040,1731,627,344.00,693.00,2537.00,5626.00,17736
2023-06-12 03:00:00,2023-06-12 04:00:00,1143.00,1358,776,1523,977,1627,605,316.00,648.00,2355.00,5462.00,16790
2023-06-12 04:00:00,2023-06-12 05:00:00,1042.00,1250,708,1457,918,1503,563,277.00,602.00,2160.00,5186.00,15666
2023-06-12 05:00:00,2023-06-12 06:00:00,961.00,1178,659,1391,870,1423,555,257.00,565.00,1989.00,4966.00,14814
2023-06-12 06:00:00,2023-06-12 07:00:00,904.00,1142,641,1348,842,1377,543,240.00,538.00,1881.00,4803.00,14259
2023-06-12 07:00:00,2023-06-12 08:00:00,872.00,1117,630,1329,823,1325,544,237.00,514.00,1818.00,4662.00,13871
2023-06-12 08:00:00,2023-06-12 09:00:00,853.00,1111,629,1315,820,1313,523,230.00,499.00,1783.00,4569.00,13645
2023-06-12 09:00:00,2023-06-12 10:00:00,845.00,1122,643,1331,832,1329,524,231.00,502.00,1797.00,4601.00,13757
2023-06-12 10:00:00,2023-06-12 11:00:00,871.00,1176,674,1381,876,1396,529,236.00,527.00,1867.00,4814.00,14347
2023-06-12 11:00:00,2023-06-12 12:00:00,926.00,1240,745,1477,941,1522,539,258.00,575.00,1997.00,5265.00,15485
2023-06-12 12:00:00,2023-06-12 13:00:00,971.00,1290,795,1586,1025,1603,557,278.00,628.00,2154.00,5771.00,16658
2023-06-12 13:00:00,2023-06-12 14:00:00,1006.00,1313,781,1682,1083,1654,568,287.00,667.00,2299.00,6124.00,17464
2023-06-12 14:00:00,2023-06-12 15:00:00,1049.00,1310,766,1704,1104,1701,591,304.00,691.00,2372.00,6384.00,17976
2023-06-12 15:00:00,2023-06-12 16:00:00,1082.00,1336,765,1731,1120,1748,579,316.00,702.00,2412.00,6512.00,18303
2023-06-12 16:00:00,2023-06-12 17:00:00,1087.00,1319,764,1756,1135,1791,567,319.00,720.00,2460.00,6674.00,18592
2023-06-12 17:00:00,2023-06-12 18:00:00,1095.00,1376,835,1774,1144,1828,568,327.00,734.00,2563.00,6790.00,19034
2023-06-12 18:00:00,2023-06-12 19:00:00,1135.00,1432,861,1778,1168,1853,571,335.00,751.00,2735.00,6913.00,19532
2023-06-12 19:00:00,2023-06-12 20:00:00,1174.00,1434,857,1758,1158,1854,580,345.00,766.00,2721.00,6958.00,19605
2023-06-12 20:00:00,2023-06-12 21:00:00,1228.00,1447,870,1724,1142,1828,584,357.00,789.00,2892.00,7062.00,19923
2023-06-12 21:00:00,2023-06-12 22:00:00,1302.00,1526,895,1722,1182,1816,592,372.00,814.00,2951.00,7056.00,20228
2023-06-12 22:00:00,2023-06-12 23:00:00,1353.00,1605,920,1715,1185,1825,568,385.00,819.00,2942.00,6917.00,20234
2023-06-12 23:00:00,2023-06-13 00:00:00,1360.00,1614,924,1689,1157,1815,587,382.00,794.00,2864.00,6627.00,19813
2023-06-13 00:00:00,2023-06-13 01:00:00,1348.00,1613,932,1650,1127,1786,591,368.00,769.00,2795.00,6426.00,19405
2023-06-13 01:00:00,2023-06-13 02:00:00,1311.00,1615,928,1618,1100,1734,592,357.00,743.00,2736.00,6213.00,18947
2023-06-13 02:00:00,2023-06-13 03:00:00,1246.00,1555,888,1606,1060,1679,591,344.00,716.00,2592.00,6054.00,18331
2023-06-13 03:00:00,2023-06-13 04:00:00,1152.00,1442,817,1540,987,1561,577,307.00,669.00,2399.00,5786.00,17237
2023-06-13 04:00:00,2023-06-13 05:00:00,1051.00,1351,744,1460,924,1459,585,276.00,615.00,2196.00,5481.00,16142
2023-06-13 05:00:00,2023-06-13 06:00:00,977.00,1278,693,1384,877,1390,580,252.00,580.00,2042.00,5158.00,15211
2023-06-13 06:00:00,2023-06-13 07:00:00,926.00,1230,660,1335,860,1334,578,245.00,555.00,1939.00,4872.00,14534
2023-06-13 07:00:00,2023-06-13 08:00:00,889.00,1196,642,1321,830,1293,563,238.00,530.00,1868.00,4690.00,14060
2023-06-13 08:00:00,2023-06-13 09:00:00,870.00,1185,643,1307,819,1267,547,231.00,507.00,1818.00,4571.00,13765
2023-06-13 09:00:00,2023-06-13 10:00:00,859.00,1191,659,1324,826,1311,562,230.00,500.00,1822.00,4549.00,13833
2023-06-13 10:00:00,2023-06-13 11:00:00,871.00,1207,687,1365,860,1395,573,238.00,512.00,1869.00,4677.00,14254
2023-06-13 11:00:00,2023-06-13 12:00:00,926.00,1270,736,1443,910,1486,611,255.00,556.00,1992.00,5106.00,15291
2023-06-13 12:00:00,2023-06-13 13:00:00,960.00,1333,759,1538,924,1530,610,271.00,598.00,2121.00,5566.00,16210
2023-06-13 13:00:00,2023-06-13 14:00:00,975.00,1352,738,1585,924,1522,600,281.00,619.00,2234.00,5897.00,16727
2023-06-13 14:00:00,2023-06-13 15:00:00,979.00,1327,716,1606,957,1471,599,288.00,643.00,2261.00,6153.00,17000
2023-06-13 15:00:00,2023-06-13 16:00:00,1019.00,1316,674,1611,977,1506,606,297.00,667.00,2346.00,6295.00,17314
2023-06-13 16:00:00,2023-06-13 17:00:00,1019.00,1302,660,1590,955,1529,591,309.00,693.00,2446.00,6420.00,17514
2023-06-13 17:00:00,2023-06-13 18:00:00,1015.00,1290,651,1587,927,1514,579,306.00,697.00,2471.00,6486.00,17523
2023-06-13 18:00:00,2023-06-13 19:00:00,999.00,1282,653,1597,933,1556,591,300.00,703.00,2510.00,6514.00,17638
2023-06-13 19:00:00,2023-06-13 20:00:00,976.00,1286,643,1629,944,1569,598,303.00,712.00,2526.00,6569.00,17755
